name,version,licenseType,sourceLink,description,tags
OWASP-java-html-sanitizer,20160203.1,Apache v2,http://search.maven.org/remotecontent?filepath=com/googlecode/owasp-java-html-sanitizer/owasp-java-html-sanitizer/20160203.1/owasp-java-html-sanitizer-20160203.1.jar,OWASP HTML Sanitizer is a fast and easy to configure HTML Sanitizer written in Java which lets you include HTML authored by third-parties in your web application while protecting against XSS. ,"html,js"
paho,1.0.2,EPL,http://git.eclipse.org/c/paho/org.eclipse.paho.mqtt.java.git/snapshot/org.eclipse.paho.mqtt.java-1.0.2.tar.xz ,Performs MQTT protocol communication with Websphere MQ within Smartcloud environment.,"message-queue,networking"
Pandas,0.17.11,BSD,http://pandas.pydata.org,BSD-licensed library providing high-performance  easy-to-use data structures and data analysis tools for the Python programming language.,"python,machine-learning,data-analysis"
paramiko (python),1.15.1,LGPL v2.1,https://github.com/paramiko/paramiko/ ,Paramiko is a module for python 2.5+ that implements the SSH2 protocol for secure (encrypted and authenticated) connections to remote machines. ,"python,networking,communication"
ParseJSON (Node),0.0.1,MIT,https://registry.npmjs.org/parsejson/-/parsejson-0.0.1.tgz. Note that there is another OSS package with the same name at https://github.com/vim-scripts/ParseJSON. This is a different OSS package with a non-standard license; we are not using it.,Support for Node.js UI; Method that parses a JSON string and returns a JSON object.,"parser,json"
ParseURl,1.3.0,MIT,https://github.com/pillarjs/parseurl,Parse the URL of the given request object (looks at the req.url property) and return the result. The result is the same as url.parse in Node.js core. Calling this function multiple times on the same req where req.url does not change will return a cached parsed object  rather than parsing again.,parser
passport-bitly,0.1.1,MIT,https://github.com/dreadjr/passport-bitly,This module lets you authenticate using bitly  in your Node.js applications. By plugging into Passport  bitly authentication can be easily and unobtrusively integrated into any application or framework that supports Connect-style middleware  including Express. ,"networking,coomunication"
passport.socketio,3.6.1,MIT,https://github.com/jfromaniello/passport.socketio,Access passport.js user information from a socket.io connection. ,networking
Pentaho - Kettle,5.4,Apache v2.0 and BSD,http://downloads.sourceforge.net/project/pentaho/Data%20Integration/5.4/pdi-ce-5.4.0.1-130.zip?r=http%3A%2F%2Fcommunity.pentaho.com%2F&ts=1437499412&use_mirror=skylink  http://sourceforge.net/projects/pentaho/files/Data%20Integration/5.4/,Pentaho tightly couples data integration with business analytics in a modern platform that brings together IT and business users to easily access  visualize and explore all data that impacts business results. Use it as a full suite or as individual components that are accessible on-premise in the cloud or on-the-go (mobile). Pentaho Kettle enables IT and developers to access and integrate data from any source  and deliver it to your business applications  all from within an intuitive and easy to use graphical tool.,"data-integration,business-intellegence"
perl-Crypt-DES,2.07,Artistic v1,http://search.cpan.org/~dparis/Crypt-DES-2.07/DES.pm,DES cryptography routines for Perl.,"perl,crypto,security"
perl-Crypt-Rc4,2.02,Artistic v1,http://search.cpan.org/~sifukurt/Crypt-RC4-2.02/RC4.pm,RC4 cryptographic routines for Perl,"perl,crpto,security"
perl-Digest-perl-md5,2.54,Artistic v1,http://search.cpan.org/dist/Digest-MD5/MD5.pm,Produces MD5 digests in the Perl language.,"perl,md5"
Perl-Excel-writer-xlsx,0.15,Artistic v1,http://search.cpan.org/~jmcnamara/Excel-Writer-XLSX-0.15/lib/Excel/Writer/XLSX.pm,Allows writing of MS Excel spreadsheet files from the Perl language.,"perl,csv"
Perl-Jcode,2.06,Artistic v1,http://search.cpan.org/~dankogai/Jcode-2.06/Jcode.pm,Japanese character set handler for Perl,"perl,jcode"
perl-net-snmp,6.0.1,Artistic v1,http://search.cpan.org/~dtown/Net-SNMP-v6.0.1/lib/Net/SNMP.pm,SNMP functions for Perl Object oriented interface to SNMP,"perl,snmp"
perl-OLE-Storage_Lite,0.19,Artistic v2,http://search.cpan.org/~jmcnamara/OLE-Storage_Lite-0.19/lib/OLE/Storage_Lite.pm package obtained from EPEL https://dl.fedoraproject.org/pub/epel/7/x86_64/p/perl-OLE-Storage_Lite-0.19-9.el7.noarch.rpm,OLE::Storage_Lite - Simple Class for OLE document interface.This module allows you to read and write an OLE-Structured file.,"perl,file"
perl-Parse-recdescent,1.967009,Artistic v1,http://search.cpan.org/~jtbraun/Parse-RecDescent-1.967009/lib/Parse/RecDescent.pm,Generates recursive descent parsers in Perl,perl
perl-Spreadsheet-parseexcel,0.65,Artistic v1,http://search.cpan.org/~dougw/Spreadsheet-ParseExcel-0.65/lib/Spreadsheet/ParseExcel.pm,This library is used to parse MS Excel spreadsheet files from the Perl lanugage.,"perl, csv"
perl-Spreadsheet-writeexcel,2.4,Artistic v1,http://search.cpan.org/~jmcnamara/Spreadsheet-WriteExcel-2.40/lib/Spreadsheet/WriteExcel.pm,Writes MS Excel spreadsheet files from the Perl language.,"perl, csv"
Perl-unicode-map,0.112,Artistic v1,http://search.cpan.org/~mschwartz/Unicode-Map-0.112/Map.pm,Maps characters to and from UTF16 character set in Perl.,perl
perl-YAML-Syck,1.27,BSD,http://search.cpan.org/~toddr/YAML-Syck-1.29/lib/YAML/Syck.pm package obtained from RedHat https://access.cdn.redhat.com//content/origin/rpms/perl-YAML-Syck/1.27/3.el7/fd431d51/perl-YAML-Syck-1.27-3.el7.x86_64.rpm (link only available to users with a valid subscription),This module provides a Perl interface to the libsyck data serialization library. It exports the Dump and Load functions for converting Perl data structures to YAML strings  and the other way around.,"serialization,perl"
ph-as4,0.7.0,Apache v2 + OASIS Intellectual Property Rights,https://github.com/phax/ph-as4/tree/ph-as4-parent-pom-0.7.0,A library to send and receive AS4 messages. Licensed under the Apache 2 License,open-standard
Phoenix,4.5.1,Apache v2,http://phoenix.apache.org/,Apache Phoenix is a relational database layer over HBase delivered as a client-embedded JDBC driver targeting low latency queries over HBase data. ,"database, hbase"
phoenix,4.6.1,Apache v2,https://github.com/apache/phoenix,High performance relational database layer over HBase for low latency applications,"database, hbase"
phonegap-plugin-barcodescanner,4.0.2,MIT,https://github.com/phonegap/phonegap-plugin-barcodescanner,Cross-platform BarcodeScanner for Cordova / PhoneGap.,io
Picasso,2.5.2,Apache v2,https://github.com/square/picasso,A powerful image downloading and caching library for Android ,"cache, android"
Pickadate,3.5.6,MIT,Home: http://amsul.ca/pickadate.js/ Source: https://github.com/amsul/pickadate.js/releases/tag/3.5.6,Date Picker,datetime
pigz,2.3.3,Zlib/libpng,http://zlib.net/pigz/ package obtained from EPEL https://dl.fedoraproject.org/pub/epel/7/x86_64/p/pigz-2.3.3-1.el7.x86_64.rpm,A parallel implementation of gzip for modern multi-processor  multi-core machines,"compression, zip"
Pillowtalk,0.3,MIT,https://github.com/jubos/pillowtalk,CouchDb/Cloudant Client library (provides utilities for talking to our database to listen for organization changes),"nosql, cloudant"
pip,7.1.2,MIT,https://pypi.python.org/pypi/pip/7.1.2,Pip is a package management system that is used to install and manage Python software modules that may be added to a Python installation. This is required to install additional packages into a base Python installation.,"installer, python"
play-html-compressor,0.4.1,BSD,https://github.com/mohiva/play-html-compressor,Google's HTML Compressor for Play Framework 2 ,"html, compression"
Play-jsmessages,2.0.0,MIT,https://github.com/julienrf/play-jsmessages,Library to compute localized messages of your Play application on client side.,"localization, messaging"
Plexus-Cipher,1.4,Apache v2,http://grepcode.com/snapshot/repo1.maven.org/maven2/org.sonatype.plexus/plexus-cipher/1.4,Plexus Cipher is the Encryption/decryption Component of the Plexus suite of open source products,security
Plexus-Classworlds,2.4,Apache v2,https://github.com/sonatype/plexus-classworlds/releases,plexus-classworlds is a class loader framework.,"java, framework"
Plexus-Component-Annotations,1.5.5,Apache v2,http://grepcode.com/snapshot/repo1.maven.org/maven2/org.codehaus.plexus/plexus-component-annotations/1.5.5/,Plexus Component Java 5 Annotations  to describe plexus components properties in java sources with,"java, framework"
Plexus-Interpolation,1.19,Apache v2,https://github.com/sonatype/plexus-interpolation/releases,Plexus-interpolation is a flexible interpolation framework for the expression language style commonly seen in Maven  Plexus  and other related projects.,"java, framework"
Plexus-Security-Dispatcher,1.3,Apache v2,http://grepcode.com/snapshot/repo1.maven.org/maven2/org.sonatype.plexus/plexus-sec-dispatcher/1.3/,Subcomponent of Plexus that provides Security Dispatcher functionality,"java, framework"
PluginDetect,0.9.0,MIT,http://www.pinlady.net/PluginDetect,PluginDetect is a Javascript library that detects browser plugins. The PluginDetect library is intended to work with all the major browsers such as Internet Explorer 6+  Firefox  Mozilla  Netscape  Chrome  Safari  Opera  SeaMonkey  Flock  and so on. ,"plugin, browser"
Plyr,1.8.3,MIT,https://cran.r-project.org/web/packages/plyr/index.html,A set of tools that solves a common set of problems: you need to break a big problem down into manageable pieces  operate on each piece and then put all the pieces back together. For example  you might want to fit a model to each spatial location or time point in your study  summarise data by panels or collapse high-dimensional arrays to simpler summary statistics. ,"utility, r, map-reduce"
Polymer,1,BSD,https://www.polymer-project.org/1.0/,A library that makes it easier to make fast  beautiful  and interoperable web components.,"web-app, ui"
PolymerElements - font-roboto-local,1.0.1,BSD,https://github.com/PolymerElements/font-roboto-local,Addition for UX framework.  Web component which is a version of font-roboto using locally available font files.,"web-app, ui"
PolymerElements - gold-elements,1.0.1,BSD,https://github.com/PolymerElements/gold-elements,Addition for UX Framework.  Elements built for e-commerce-specific use-cases  like checkout flows.,"web-app, ui"
PolymerElements - iron-elements,1.0.4,BSD,https://github.com/PolymerElements/iron-elements,Addition for UX framework.  Basic building blocks or components for creating an application.  A set of visual and non-visual utility elements. Includes elements for working with layout  user input  selection  and scaffolding apps.,"web-app, ui"
PolymerElements - neon-animation,1.0.4,BSD,https://github.com/PolymerElements/neon-animation,Addition for UX framework. neon-animation is a suite of elements and behaviors to implement pluggable animated transitions for Polymer Elements using Web Animations.,"web-app, ui"
PolymerElements - paper-elements,1.0.5,BSD,https://github.com/PolymerElements/paper-elements,Addition for UX framework. The paper elements are a set of UI components designed to implement Google's material design guidelines.,"web-app, ui"
PolymerElements - platinum-elements,1.0.0,Apache v2,https://github.com/PolymerElements/platinum-elements/,Addition for UX Framework.  Elements that provide features to turn your web page into a true webapp - with things like push notifications  offline usage  bluetooth and more.,"web-app, ui"
PowerAdmin,2.1.7,GPL v3,http://www.poweradmin.org/,Poweradmin is a friendly web-based DNS administration tool for Bert Hubert's PowerDNS server. ,"dns, networking"
PowerDNS,3.1.1,GPL v2,https://www.powerdns.com/downloads.html,Poweradmin is a friendly web-based DNS administration tool for Bert Hubert's PowerDNS server. ,"dns, networking"
PowerDNS recursor,3.2.1,GPL v2,https://www.powerdns.com/downloads.html,The PowerDNS Recursor is a high-end  high-performance resolving name server which powers the DNS resolution of at least a hundred million subscribers.,"dns, networking"
Prestogres,0.6.7,Apache v2+GPL with exceptions,https://github.com/treasure-data/prestogres,Prestogres is a gateway server that allows clients to use PostgreSQL protocol to run queries on Presto.,gateway
Presto (subset),0.111,Apache v2,https://repo1.maven.org/maven2/com/facebook/presto/,Presto allows real time access to hadoop data. Is outperforms equivalent packages when used with the IBM Customer Experience Analytics architecture ,hadoop
